Rural Location: Cherry Springs State Park (41.6646N,77.8125W)
389,-1.822,-1.954,-2.126,-2.331,-2.539,-2.830,-3.148,-3.516,-3.992,-4.449,-5.007,-5.498,-5.920,-6.413,-6.798,-7.224,-7.604,-7.846,-7.954
390,-1.818,-1.951,-2.123,-2.328,-2.535,-2.826,-3.145,-3.513,-3.989,-4.447,-5.004,-5.495,-5.916,-6.408,-6.793,-7.219,-7.604,-7.852,-7.965
391,-1.815,-1.947,-2.118,-2.323,-2.531,-2.822,-3.141,-3.509,-3.985,-4.443,-4.999,-5.491,-5.912,-6.401,-6.785,-7.214,-7.589,-7.838,-7.987
392,-1.814,-1.946,-2.115,-2.321,-2.530,-2.820,-3.140,-3.508,-3.985,-4.442,-4.998,-5.490,-5.911,-6.399,-6.781,-7.207,-7.574,-7.801,-7.953
393,-1.817,-1.949,-2.119,-2.325,-2.534,-2.824,-3.143,-3.512,-3.990,-4.446,-5.003,-5.495,-5.916,-6.402,-6.782,-7.204,-7.560,-7.794,-7.952
394,-1.821,-1.953,-2.124,-2.330,-2.538,-2.829,-3.148,-3.518,-3.996,-4.452,-5.008,-5.499,-5.919,-6.406,-6.787,-7.214,-7.572,-7.806,-7.966
395,-1.813,-1.945,-2.116,-2.322,-2.529,-2.822,-3.141,-3.511,-3.988,-4.446,-5.001,-5.493,-5.911,-6.398,-6.781,-7.207,-7.566,-7.817,-7.982
396,-1.789,-1.921,-2.093,-2.300,-2.507,-2.798,-3.118,-3.488,-3.966,-4.424,-4.980,-5.474,-5.891,-6.376,-6.761,-7.186,-7.547,-7.799,-7.956
397,-1.768,-1.901,-2.072,-2.279,-2.487,-2.779,-3.098,-3.469,-3.946,-4.404,-4.960,-5.453,-5.873,-6.358,-6.740,-7.173,-7.540,-7.792,-7.946
398,-1.743,-1.875,-2.046,-2.252,-2.461,-2.754,-3.073,-3.444,-3.921,-4.379,-4.935,-5.428,-5.850,-6.339,-6.718,-7.157,-7.526,-7.774,-7.934
399,-1.707,-1.839,-2.010,-2.216,-2.425,-2.717,-3.037,-3.408,-3.886,-4.344,-4.901,-5.395,-5.818,-6.313,-6.700,-7.139,-7.517,-7.785,-7.932
400,-1.678,-1.810,-1.981,-2.187,-2.397,-2.688,-3.008,-3.379,-3.858,-4.316,-4.873,-5.367,-5.792,-6.288,-6.673,-7.117,-7.488,-7.750,-7.905
401,-1.656,-1.786,-1.956,-2.163,-2.373,-2.665,-2.984,-3.357,-3.835,-4.294,-4.851,-5.346,-5.773,-6.270,-6.657,-7.096,-7.469,-7.729,-7.881
402,-1.640,-1.771,-1.942,-2.147,-2.357,-2.651,-2.970,-3.342,-3.822,-4.280,-4.838,-5.332,-5.760,-6.259,-6.656,-7.099,-7.474,-7.746,-7.887
403,-1.624,-1.755,-1.927,-2.132,-2.342,-2.635,-2.955,-3.327,-3.807,-4.266,-4.822,-5.316,-5.743,-6.244,-6.639,-7.082,-7.459,-7.729,-7.868
404,-1.615,-1.745,-1.916,-2.122,-2.332,-2.624,-2.945,-3.317,-3.798,-4.257,-4.813,-5.309,-5.741,-6.244,-6.640,-7.085,-7.465,-7.749,-7.916
405,-1.612,-1.742,-1.913,-2.118,-2.328,-2.621,-2.941,-3.315,-3.796,-4.255,-4.812,-5.308,-5.736,-6.237,-6.627,-7.068,-7.448,-7.721,-7.871
406,-1.604,-1.734,-1.906,-2.110,-2.321,-2.614,-2.934,-3.308,-3.789,-4.248,-4.805,-5.300,-5.727,-6.226,-6.613,-7.054,-7.425,-7.704,-7.844
407,-1.599,-1.730,-1.901,-2.106,-2.317,-2.610,-2.930,-3.304,-3.785,-4.245,-4.801,-5.295,-5.720,-6.218,-6.602,-7.045,-7.423,-7.701,-7.839
408,-1.595,-1.726,-1.897,-2.103,-2.313,-2.606,-2.927,-3.301,-3.782,-4.241,-4.797,-5.291,-5.716,-6.214,-6.599,-7.044,-7.430,-7.729,-7.873
409,-1.588,-1.719,-1.891,-2.097,-2.306,-2.600,-2.920,-3.295,-3.776,-4.236,-4.791,-5.285,-5.709,-6.206,-6.592,-7.035,-7.429,-7.695,-7.870
410,-1.586,-1.717,-1.889,-2.094,-2.304,-2.597,-2.918,-3.293,-3.775,-4.234,-4.790,-5.283,-5.707,-6.206,-6.592,-7.030,-7.421,-7.692,-7.841
411,-1.582,-1.712,-1.884,-2.089,-2.300,-2.593,-2.915,-3.290,-3.772,-4.231,-4.787,-5.281,-5.705,-6.203,-6.590,-7.029,-7.422,-7.688,-7.845
412,-1.578,-1.707,-1.879,-2.084,-2.295,-2.589,-2.910,-3.285,-3.767,-4.227,-4.784,-5.277,-5.703,-6.202,-6.587,-7.021,-7.402,-7.667,-7.812
413,-1.575,-1.705,-1.877,-2.082,-2.295,-2.587,-2.909,-3.284,-3.766,-4.226,-4.783,-5.277,-5.702,-6.202,-6.589,-7.026,-7.412,-7.676,-7.828
414,-1.576,-1.705,-1.877,-2.083,-2.295,-2.588,-2.909,-3.285,-3.768,-4.227,-4.784,-5.277,-5.702,-6.201,-6.589,-7.034,-7.417,-7.672,-7.823
415,-1.574,-1.703,-1.875,-2.080,-2.292,-2.585,-2.907,-3.284,-3.767,-4.226,-4.782,-5.275,-5.700,-6.200,-6.589,-7.030,-7.415,-7.674,-7.818
416,-1.571,-1.699,-1.872,-2.077,-2.288,-2.582,-2.905,-3.282,-3.765,-4.225,-4.781,-5.273,-5.699,-6.197,-6.582,-7.021,-7.399,-7.643,-7.801
417,-1.569,-1.698,-1.870,-2.075,-2.287,-2.580,-2.903,-3.280,-3.765,-4.224,-4.780,-5.273,-5.699,-6.198,-6.585,-7.026,-7.399,-7.668,-7.803
418,-1.567,-1.696,-1.869,-2.074,-2.286,-2.579,-2.902,-3.279,-3.764,-4.223,-4.779,-5.272,-5.698,-6.197,-6.582,-7.023,-7.392,-7.667,-7.809
419,-1.563,-1.691,-1.864,-2.069,-2.281,-2.575,-2.898,-3.275,-3.760,-4.219,-4.775,-5.268,-5.694,-6.194,-6.581,-7.018,-7.393,-7.666,-7.813
420,-1.571,-1.699,-1.872,-2.077,-2.289,-2.583,-2.906,-3.283,-3.768,-4.228,-4.783,-5.276,-5.703,-6.203,-6.590,-7.029,-7.408,-7.680,-7.824
421,-1.574,-1.702,-1.875,-2.080,-2.292,-2.586,-2.909,-3.287,-3.773,-4.233,-4.788,-5.281,-5.707,-6.205,-6.591,-7.025,-7.395,-7.671,-7.799
422,-1.574,-1.702,-1.876,-2.080,-2.293,-2.587,-2.910,-3.289,-3.775,-4.236,-4.790,-5.283,-5.709,-6.208,-6.594,-7.027,-7.399,-7.689,-7.825
423,-1.570,-1.698,-1.871,-2.076,-2.288,-2.582,-2.906,-3.285,-3.771,-4.232,-4.786,-5.279,-5.705,-6.205,-6.589,-7.021,-7.384,-7.671,-7.794
424,-1.570,-1.697,-1.871,-2.076,-2.288,-2.583,-2.906,-3.286,-3.773,-4.233,-4.787,-5.280,-5.707,-6.209,-6.594,-7.028,-7.402,-7.699,-7.813
425,-1.575,-1.703,-1.876,-2.081,-2.293,-2.588,-2.912,-3.292,-3.779,-4.239,-4.794,-5.288,-5.715,-6.216,-6.601,-7.031,-7.394,-7.696,-7.810
426,-1.581,-1.709,-1.881,-2.087,-2.300,-2.594,-2.918,-3.298,-3.786,-4.246,-4.801,-5.294,-5.722,-6.221,-6.607,-7.038,-7.403,-7.696,-7.793
427,-1.586,-1.713,-1.887,-2.091,-2.305,-2.599,-2.924,-3.304,-3.792,-4.252,-4.807,-5.299,-5.726,-6.226,-6.610,-7.042,-7.401,-7.701,-7.804
428,-1.588,-1.713,-1.887,-2.091,-2.304,-2.600,-2.925,-3.305,-3.795,-4.255,-4.809,-5.302,-5.728,-6.229,-6.614,-7.043,-7.399,-7.694,-7.807
429,-1.590,-1.715,-1.889,-2.094,-2.307,-2.601,-2.927,-3.307,-3.797,-4.257,-4.811,-5.305,-5.732,-6.233,-6.621,-7.053,-7.420,-7.717,-7.841
430,-1.593,-1.719,-1.892,-2.097,-2.310,-2.605,-2.930,-3.311,-3.800,-4.261,-4.815,-5.308,-5.735,-6.237,-6.625,-7.058,-7.422,-7.717,-7.851
431,-1.595,-1.721,-1.895,-2.099,-2.312,-2.607,-2.932,-3.313,-3.802,-4.263,-4.817,-5.310,-5.737,-6.239,-6.626,-7.056,-7.412,-7.702,-7.822
432,-1.591,-1.718,-1.891,-2.095,-2.308,-2.603,-2.928,-3.310,-3.799,-4.260,-4.813,-5.306,-5.733,-6.234,-6.619,-7.047,-7.401,-7.684,-7.809
433,-1.584,-1.711,-1.884,-2.088,-2.301,-2.596,-2.922,-3.304,-3.794,-4.254,-4.808,-5.300,-5.727,-6.229,-6.614,-7.048,-7.409,-7.683,-7.809
434,-1.578,-1.704,-1.878,-2.082,-2.296,-2.591,-2.917,-3.299,-3.789,-4.249,-4.802,-5.292,-5.720,-6.222,-6.609,-7.044,-7.405,-7.689,-7.827
435,-1.569,-1.696,-1.869,-2.074,-2.287,-2.583,-2.908,-3.291,-3.781,-4.241,-4.795,-5.283,-5.708,-6.210,-6.597,-7.037,-7.411,-7.697,-7.846
436,-1.560,-1.686,-1.860,-2.065,-2.277,-2.574,-2.900,-3.282,-3.773,-4.235,-4.789,-5.280,-5.701,-6.201,-6.588,-7.025,-7.401,-7.686,-7.819
437,-1.551,-1.676,-1.851,-2.055,-2.269,-2.566,-2.891,-3.275,-3.766,-4.227,-4.781,-5.272,-5.694,-6.193,-6.583,-7.018,-7.394,-7.683,-7.827
438,-1.541,-1.667,-1.842,-2.046,-2.260,-2.556,-2.882,-3.266,-3.757,-4.218,-4.772,-5.263,-5.688,-6.186,-6.573,-7.010,-7.387,-7.667,-7.813
439,-1.536,-1.661,-1.835,-2.039,-2.253,-2.549,-2.875,-3.260,-3.751,-4.212,-4.767,-5.259,-5.686,-6.189,-6.579,-7.016,-7.401,-7.695,-7.856
440,-1.528,-1.654,-1.828,-2.032,-2.245,-2.541,-2.868,-3.252,-3.743,-4.205,-4.759,-5.250,-5.677,-6.182,-6.570,-7.012,-7.396,-7.688,-7.860
441,-1.522,-1.647,-1.821,-2.025,-2.238,-2.535,-2.862,-3.246,-3.738,-4.199,-4.753,-5.243,-5.670,-6.174,-6.564,-7.005,-7.388,-7.690,-7.870
442,-1.520,-1.645,-1.819,-2.023,-2.236,-2.533,-2.860,-3.246,-3.738,-4.199,-4.753,-5.245,-5.673,-6.176,-6.566,-7.006,-7.389,-7.684,-7.860
443,-1.518,-1.642,-1.817,-2.021,-2.235,-2.531,-2.858,-3.245,-3.737,-4.198,-4.753,-5.245,-5.673,-6.175,-6.564,-7.000,-7.377,-7.662,-7.821
444,-1.511,-1.636,-1.811,-2.015,-2.229,-2.525,-2.853,-3.239,-3.732,-4.193,-4.747,-5.239,-5.668,-6.171,-6.559,-6.992,-7.363,-7.654,-7.806
445,-1.503,-1.628,-1.802,-2.006,-2.220,-2.516,-2.845,-3.231,-3.724,-4.186,-4.740,-5.232,-5.662,-6.166,-6.554,-6.985,-7.345,-7.625,-7.759
446,-1.496,-1.618,-1.794,-1.998,-2.211,-2.509,-2.837,-3.223,-3.717,-4.179,-4.733,-5.224,-5.654,-6.161,-6.548,-6.985,-7.346,-7.633,-7.761
447,-1.490,-1.613,-1.789,-1.992,-2.206,-2.503,-2.832,-3.219,-3.712,-4.174,-4.728,-5.219,-5.649,-6.155,-6.545,-6.984,-7.350,-7.642,-7.769
448,-1.484,-1.607,-1.783,-1.987,-2.201,-2.498,-2.827,-3.215,-3.708,-4.170,-4.724,-5.215,-5.645,-6.151,-6.542,-6.981,-7.347,-7.641,-7.771
449,-1.483,-1.606,-1.782,-1.985,-2.199,-2.497,-2.826,-3.214,-3.708,-4.170,-4.724,-5.216,-5.646,-6.152,-6.541,-6.978,-7.348,-7.639,-7.756
450,-1.482,-1.606,-1.781,-1.984,-2.198,-2.496,-2.825,-3.214,-3.708,-4.170,-4.724,-5.215,-5.645,-6.150,-6.538,-6.977,-7.345,-7.636,-7.761
451,-1.479,-1.603,-1.778,-1.981,-2.195,-2.493,-2.822,-3.210,-3.705,-4.168,-4.722,-5.212,-5.642,-6.148,-6.537,-6.975,-7.346,-7.631,-7.765
452,-1.478,-1.601,-1.777,-1.979,-2.194,-2.492,-2.821,-3.210,-3.705,-4.167,-4.721,-5.211,-5.640,-6.145,-6.533,-6.975,-7.345,-7.640,-7.794
453,-1.475,-1.597,-1.773,-1.976,-2.190,-2.488,-2.818,-3.207,-3.703,-4.165,-4.719,-5.210,-5.639,-6.145,-6.535,-6.981,-7.360,-7.663,-7.837
454,-1.472,-1.594,-1.770,-1.973,-2.187,-2.486,-2.816,-3.206,-3.702,-4.164,-4.718,-5.208,-5.637,-6.142,-6.532,-6.978,-7.356,-7.652,-7.821
455,-1.470,-1.592,-1.768,-1.971,-2.185,-2.484,-2.814,-3.204,-3.700,-4.163,-4.716,-5.207,-5.636,-6.141,-6.531,-6.974,-7.348,-7.643,-7.810
456,-1.467,-1.589,-1.765,-1.968,-2.182,-2.481,-2.812,-3.202,-3.699,-4.161,-4.715,-5.205,-5.635,-6.140,-6.531,-6.972,-7.343,-7.643,-7.797
457,-1.470,-1.592,-1.767,-1.970,-2.184,-2.484,-2.815,-3.205,-3.702,-4.164,-4.718,-5.208,-5.638,-6.143,-6.533,-6.975,-7.347,-7.638,-7.798
458,-1.472,-1.594,-1.769,-1.972,-2.187,-2.487,-2.818,-3.209,-3.706,-4.168,-4.722,-5.212,-5.642,-6.150,-6.542,-6.984,-7.361,-7.664,-7.837
459,-1.470,-1.592,-1.769,-1.972,-2.187,-2.487,-2.819,-3.209,-3.707,-4.169,-4.723,-5.213,-5.642,-6.150,-6.546,-6.992,-7.376,-7.703,-7.902
460,-1.469,-1.591,-1.768,-1.970,-2.186,-2.487,-2.819,-3.211,-3.709,-4.172,-4.726,-5.217,-5.647,-6.156,-6.551,-6.997,-7.380,-7.697,-7.877
461,-1.469,-1.590,-1.767,-1.970,-2.185,-2.486,-2.820,-3.212,-3.711,-4.173,-4.727,-5.220,-5.652,-6.161,-6.554,-6.999,-7.383,-7.693,-7.893
462,-1.468,-1.589,-1.766,-1.970,-2.185,-2.486,-2.819,-3.212,-3.711,-4.173,-4.728,-5.220,-5.652,-6.162,-6.555,-7.001,-7.392,-7.704,-7.908
463,-1.471,-1.591,-1.768,-1.972,-2.188,-2.489,-2.823,-3.215,-3.715,-4.178,-4.732,-5.224,-5.655,-6.165,-6.557,-7.006,-7.401,-7.718,-7.925
464,-1.472,-1.593,-1.770,-1.973,-2.189,-2.491,-2.825,-3.218,-3.718,-4.181,-4.734,-5.225,-5.656,-6.166,-6.558,-7.007,-7.403,-7.719,-7.932
465,-1.471,-1.592,-1.769,-1.972,-2.187,-2.489,-2.823,-3.216,-3.716,-4.179,-4.733,-5.224,-5.654,-6.165,-6.559,-7.007,-7.403,-7.723,-7.946
466,-1.472,-1.594,-1.770,-1.972,-2.188,-2.490,-2.824,-3.217,-3.717,-4.180,-4.734,-5.225,-5.657,-6.166,-6.558,-7.002,-7.387,-7.685,-7.883
467,-1.477,-1.599,-1.775,-1.977,-2.192,-2.494,-2.828,-3.222,-3.722,-4.185,-4.739,-5.229,-5.663,-6.171,-6.563,-7.002,-7.381,-7.674,-7.845
468,-1.478,-1.599,-1.775,-1.978,-2.193,-2.494,-2.828,-3.222,-3.723,-4.186,-4.740,-5.230,-5.663,-6.171,-6.563,-7.000,-7.377,-7.682,-7.852
469,-1.476,-1.596,-1.773,-1.976,-2.190,-2.491,-2.826,-3.220,-3.721,-4.184,-4.738,-5.228,-5.660,-6.169,-6.560,-7.001,-7.377,-7.674,-7.826
470,-1.476,-1.596,-1.773,-1.975,-2.189,-2.491,-2.826,-3.221,-3.722,-4.185,-4.739,-5.229,-5.659,-6.169,-6.559,-7.001,-7.375,-7.665,-7.809
471,-1.476,-1.596,-1.773,-1.975,-2.190,-2.491,-2.827,-3.222,-3.724,-4.187,-4.741,-5.232,-5.662,-6.171,-6.559,-6.999,-7.374,-7.669,-7.815
472,-1.477,-1.597,-1.773,-1.976,-2.191,-2.493,-2.829,-3.224,-3.727,-4.190,-4.744,-5.236,-5.669,-6.178,-6.565,-7.003,-7.380,-7.667,-7.825
473,-1.478,-1.598,-1.775,-1.978,-2.192,-2.496,-2.831,-3.227,-3.730,-4.193,-4.748,-5.241,-5.674,-6.184,-6.570,-7.011,-7.383,-7.671,-7.829
474,-1.479,-1.600,-1.777,-1.979,-2.194,-2.497,-2.834,-3.230,-3.733,-4.197,-4.752,-5.243,-5.675,-6.185,-6.575,-7.021,-7.396,-7.692,-7.860
475,-1.481,-1.602,-1.779,-1.981,-2.197,-2.500,-2.837,-3.234,-3.737,-4.201,-4.756,-5.248,-5.679,-6.188,-6.580,-7.030,-7.404,-7.693,-7.866
476,-1.479,-1.600,-1.778,-1.980,-2.196,-2.500,-2.837,-3.234,-3.739,-4.203,-4.758,-5.252,-5.684,-6.195,-6.586,-7.031,-7.399,-7.684,-7.838
477,-1.478,-1.599,-1.777,-1.980,-2.196,-2.501,-2.839,-3.237,-3.742,-4.206,-4.762,-5.255,-5.687,-6.199,-6.593,-7.035,-7.405,-7.692,-7.845
478,-1.479,-1.600,-1.778,-1.981,-2.198,-2.503,-2.842,-3.241,-3.747,-4.211,-4.767,-5.260,-5.693,-6.205,-6.598,-7.039,-7.407,-7.694,-7.846
479,-1.479,-1.600,-1.779,-1.982,-2.200,-2.506,-2.846,-3.244,-3.750,-4.215,-4.771,-5.265,-5.698,-6.210,-6.601,-7.041,-7.410,-7.693,-7.831
480,-1.479,-1.601,-1.780,-1.984,-2.201,-2.508,-2.849,-3.248,-3.754,-4.218,-4.774,-5.268,-5.702,-6.215,-6.605,-7.043,-7.416,-7.697,-7.837
481,-1.481,-1.602,-1.782,-1.985,-2.202,-2.510,-2.852,-3.251,-3.758,-4.223,-4.779,-5.273,-5.709,-6.221,-6.612,-7.050,-7.422,-7.703,-7.835
482,-1.485,-1.606,-1.786,-1.988,-2.207,-2.515,-2.857,-3.257,-3.764,-4.229,-4.785,-5.279,-5.713,-6.225,-6.616,-7.057,-7.426,-7.700,-7.823
483,-1.490,-1.611,-1.791,-1.994,-2.212,-2.520,-2.862,-3.262,-3.770,-4.234,-4.790,-5.284,-5.717,-6.230,-6.622,-7.059,-7.427,-7.703,-7.823
484,-1.495,-1.616,-1.796,-1.999,-2.217,-2.526,-2.868,-3.269,-3.777,-4.242,-4.798,-5.292,-5.725,-6.237,-6.628,-7.066,-7.433,-7.712,-7.828
485,-1.502,-1.622,-1.802,-2.005,-2.223,-2.532,-2.875,-3.277,-3.785,-4.250,-4.806,-5.299,-5.733,-6.244,-6.634,-7.070,-7.436,-7.717,-7.827
486,-1.504,-1.624,-1.804,-2.007,-2.225,-2.534,-2.878,-3.280,-3.788,-4.253,-4.809,-5.301,-5.735,-6.247,-6.636,-7.071,-7.438,-7.713,-7.828
487,-1.504,-1.624,-1.804,-2.007,-2.225,-2.534,-2.878,-3.280,-3.789,-4.253,-4.810,-5.302,-5.735,-6.246,-6.635,-7.070,-7.434,-7.702,-7.820
488,-1.506,-1.627,-1.807,-2.010,-2.227,-2.537,-2.881,-3.283,-3.792,-4.256,-4.813,-5.305,-5.739,-6.249,-6.639,-7.073,-7.441,-7.703,-7.828
489,-1.508,-1.628,-1.808,-2.011,-2.229,-2.538,-2.883,-3.285,-3.795,-4.259,-4.815,-5.308,-5.742,-6.251,-6.639,-7.070,-7.433,-7.695,-7.817
490,-1.509,-1.628,-1.808,-2.011,-2.229,-2.539,-2.883,-3.286,-3.796,-4.261,-4.817,-5.309,-5.742,-6.252,-6.638,-7.069,-7.429,-7.685,-7.804
491,-1.505,-1.625,-1.805,-2.008,-2.226,-2.536,-2.881,-3.285,-3.795,-4.260,-4.816,-5.307,-5.739,-6.250,-6.636,-7.067,-7.425,-7.681,-7.803
492,-1.501,-1.620,-1.801,-2.004,-2.222,-2.532,-2.878,-3.282,-3.792,-4.257,-4.813,-5.304,-5.738,-6.249,-6.639,-7.073,-7.439,-7.698,-7.833
493,-1.497,-1.616,-1.798,-2.001,-2.218,-2.529,-2.876,-3.280,-3.791,-4.257,-4.813,-5.305,-5.740,-6.252,-6.639,-7.072,-7.436,-7.691,-7.827
494,-1.496,-1.615,-1.797,-1.999,-2.217,-2.529,-2.877,-3.282,-3.794,-4.260,-4.817,-5.309,-5.744,-6.255,-6.644,-7.076,-7.439,-7.693,-7.829
495,-1.497,-1.616,-1.797,-2.000,-2.219,-2.531,-2.879,-3.284,-3.796,-4.262,-4.819,-5.311,-5.746,-6.258,-6.647,-7.082,-7.445,-7.702,-7.838
496,-1.498,-1.618,-1.800,-2.003,-2.222,-2.533,-2.881,-3.287,-3.799,-4.265,-4.821,-5.314,-5.749,-6.262,-6.651,-7.086,-7.451,-7.713,-7.843
497,-1.503,-1.623,-1.804,-2.007,-2.226,-2.538,-2.885,-3.291,-3.803,-4.269,-4.826,-5.320,-5.755,-6.268,-6.660,-7.095,-7.462,-7.723,-7.855
498,-1.505,-1.625,-1.806,-2.009,-2.228,-2.541,-2.890,-3.297,-3.810,-4.276,-4.833,-5.327,-5.762,-6.275,-6.667,-7.106,-7.476,-7.738,-7.866
499,-1.509,-1.629,-1.811,-2.014,-2.234,-2.548,-2.898,-3.305,-3.819,-4.286,-4.843,-5.337,-5.772,-6.286,-6.680,-7.116,-7.485,-7.748,-7.870
500,-1.514,-1.634,-1.817,-2.021,-2.241,-2.555,-2.907,-3.315,-3.830,-4.297,-4.854,-5.349,-5.786,-6.300,-6.693,-7.127,-7.492,-7.746,-7.867
501,-1.519,-1.639,-1.823,-2.027,-2.248,-2.564,-2.917,-3.326,-3.841,-4.308,-4.867,-5.362,-5.801,-6.315,-6.707,-7.137,-7.499,-7.756,-7.873
